id,target
322277,0
646160,0
1297991,0
275104,0
1121660,0
380786,0
24992,0
806408,0
1553030,0
453187,0
17461,0
905628,0
902336,0
1181646,0
854631,0
958800,0
1310591,0
789389,0
16173,0
947359,0
1349476,0
154712,0
618281,0
300628,0
1548823,0
1160563,0
633056,0
151794,0
280050,0
1338787,0
243208,0
1537978,0
68404,0
1166716,0
545955,0
891744,0
633688,0
1224407,0
1563399,0
629623,0
991605,0
1207364,0
6420,0
1555686,0
546391,0
1126749,0
1161526,0
170073,0
1104032,0
117839,0
434507,0
1422211,0
261715,0
222267,0
439270,0
498810,0
320824,0
1113290,0
917430,0
145347,0
301290,0
1083552,0
917952,0
1577563,0
1082449,0
1445975,0
941045,0
708192,0
253155,0
128989,0
750816,0
1452787,0
1141510,0
146089,0
288379,0
1028078,0
1328903,0
774154,0
528983,0
1241817,0
1388664,0
1084394,0
925482,0
59421,0
1324764,0
1578945,0
924593,0
1360239,0
1448790,0
903003,0
273039,0
1405825,0
1442273,0
654658,0
1010831,0
161573,0
530854,0
530920,0
592600,0
249533,0
351208,0
740272,0
1313538,0
4753,0
270023,0
1302860,0
1339792,0
66478,0
601823,0
968603,0
1030603,0
1142424,0
670168,0
443575,0
861005,0
916465,0
792720,0
1079139,0
1332563,0
835312,0
318364,0
1407052,0
429638,0
1201557,0
269545,0
1278606,0
943378,0
398385,0
517245,0
1297641,0
137046,0
1241035,0
349811,0
158681,0
1098925,0
1310027,0
551356,0
944847,0
874807,0
1538994,0
664438,0
770875,0
1510708,0
262902,0
1412229,0
449492,0
1430742,0
1040120,0
849326,0
626584,0
1477130,0
1290267,0
1456486,0
1409410,0
666221,0
559622,0
66979,0
1457270,0
744372,0
1564891,0
406558,0
421789,0
1139275,0
1454813,0
1550720,0
591634,0
1284934,0
395031,0
1388812,0
217076,0
819831,0
1434597,0
1170376,0
497417,0
299317,0
2379,0
296552,0
100190,0
1062368,0
263200,0
1317045,0
1094523,0
752592,0
1265762,0
1293204,0
434559,0
347103,0
615079,0
1448755,0
264015,0
410242,0
205485,0
1465629,0
778731,0
799933,0
705620,0
215058,0
496966,0
843537,0
1480174,0
209736,0
372841,0
1316251,0
1522200,0
247563,0
1476688,0
713230,0
1401506,0
1090181,0
302312,0
1199876,0
128,0
1425447,0
558538,0
228814,0
172993,0
683887,0
1163876,0
170527,0
1472071,0
1587969,0
214426,0
1597345,0
69058,0
908014,0
49605,0
260199,0
1401555,0
266385,0
1468321,0
1570372,0
224895,0
471179,0
931629,0
74223,0
28742,0
118283,0
1315346,0
881134,0
231662,0
1497868,0
81262,0
1576608,0
1529203,0
369499,0
658581,0
1441940,0
552798,0
349870,0
1075335,0
1234373,0
139756,0
1546033,0
625377,0
45569,0
936855,0
35789,0
149266,0
1518047,0
113346,0
47160,0
1120366,0
106369,0
356812,0
1008759,0
944440,0
1430963,0
1383257,0
992664,0
1321211,0
1074554,0
581559,0
29261,0
686511,0
1582797,0
716240,0
122375,0
795533,0
297900,0
859488,0
857980,0
1122487,0
214825,0
501411,0
84909,0
1432613,0
1463658,0
361330,0
1180682,0
484895,0
817093,0
61297,0
752669,0
751882,0
863012,0
1222413,0
595244,0
94847,0
1248347,0
943091,0
1296130,0
1332604,0
652037,0
1008486,0
305394,0
1082509,0
383489,0
1526127,0
914207,0
238503,0
960446,0
1160538,0
572558,0
1052543,0
446958,0
226815,0
632918,0
1351975,0
514300,0
782048,0
562283,0
464576,0
1529829,0
1562826,0
1585010,0
827449,0
525846,0
877412,0
241127,0
139602,0
404149,0
312175,0
1236575,0
509974,0
1544095,0
616077,0
1204227,0
262464,0
503495,0
232851,0
760866,0
1432505,0
356326,0
1427678,0
294539,0
1548440,0
487698,0
941940,0
670604,0
1509506,0
62143,0
418763,0
1334063,0
638917,0
71878,0
1479602,0
1046455,0
1007082,0
622839,0
423163,0
280831,0
1241079,0
879448,0
352782,0
388852,0
724089,0
1337280,0
553461,0
505892,0
835271,0
579809,0
1360622,0
463005,0
1081141,0
1236095,0
180428,0
981360,0
866323,0
432321,0
756723,0
1044108,0
658445,0
896101,0
528177,0
737735,0
892658,0
889294,0
1114347,0
621782,0
10521,0
285610,0
43298,0
1568001,0
1541192,0
1507970,0
1586612,0
342459,0
1441467,0
743196,0
1441978,0
951013,0
596202,0
117477,0
1579453,0
584946,0
1167649,0
1094591,0
29880,0
842172,0
717499,0
1596718,0
1279706,0
462351,0
992633,0
1100048,0
453405,0
340420,0
1566266,0
536616,0
1148941,0
989488,0
802990,0
930173,0
1056466,0
364833,0
1570805,0
122958,0
353696,0
567581,0
993260,0
468147,0
26510,0
10101,0
498759,0
115456,0
1080238,0
1231366,0
1286120,0
1082533,0
180677,0
1067975,0
1042539,0
824334,0
1390995,0
1369795,0
629077,0
335468,0
784401,0
82800,0
407810,0
1218580,0
1120731,0
448035,0
144227,0
336809,0
1244769,0
1076187,0
490972,0
327729,0
872201,0
1071649,0
858209,0
615220,0
305800,0
762794,0
27355,0
650674,0
448610,0
1476432,0
1245598,0
713829,0
504548,0
634069,0
694924,0
481269,0
451390,0
725201,0
770438,0
1314541,0
1597128,0
804478,0
1438155,0
659129,0
217345,0
637312,0
843949,0
190059,0
1437334,0
576374,0
235542,0
138761,0
140901,0
1558937,0
1236332,0
839901,0
1121950,0
848715,0
585642,0
522243,0
1015353,0
1593757,0
1170721,0
737315,0
574154,0
592673,0
1437995,0
41322,0
1295106,0
912477,0
263726,0
972801,0
113608,0
198904,0
1427348,0
564237,0
276672,0
1334287,0
200040,0
1012901,0
1316200,0
56870,0
709699,0
1129839,0
1113787,0
235589,0
258971,0
1584486,0
135336,0
1184094,0
1109764,0
1205613,0
80987,0
205723,0
1577200,0
841150,0
956108,0
171642,0
674337,0
569624,0
153721,0
598509,0
1409677,0
347931,0
939146,0
789760,0
652665,0
1378507,0
118854,0
974161,0
308733,0
591185,0
209139,0
1024097,0
99177,0
699917,0
153893,0
1387771,0
1047028,0
5526,0
985558,0
1429959,0
1456086,0
1589660,0
145703,0
397596,0
706880,0
728383,0
620310,0
640197,0
1484254,0
955758,0
525479,0
1021807,0
1270699,0
1039649,0
1161324,0
644195,0
118056,0
30305,0
1440920,0
385489,0
30767,0
883611,0
609509,0
777138,0
1542085,0
1059090,0
492198,0
1493529,0
963652,0
1320702,0
1240640,0
695743,0
760753,0
18994,0
512566,0
1068880,0
52378,0
645172,0
738492,0
1443231,0
768282,0
879441,0
522245,0
750062,0
363699,0
51656,0
1200183,0
1401441,0
372079,0
176536,0
32043,0
807762,0
600126,0
1050219,0
393530,0
569408,0
215338,0
1068543,0
350617,0
1006450,0
12275,0
949198,0
1342507,0
597992,0
521249,0
155723,0
1159123,0
54911,0
1209698,0
1482765,0
70754,0
680200,0
41647,0
676758,0
802436,0
89559,0
177698,0
145276,0
885677,0
1115016,0
1120457,0
927536,0
913333,0
51226,0
47989,0
870344,0
262171,0
766179,0
1586942,0
292041,0
1036658,0
145757,0
831364,0
772123,0
369691,0
1412827,0
314846,0
641502,0
438807,0
1407600,0
63440,0
591665,0
1003051,0
1491797,0
764212,0
543031,0
900557,0
403431,0
368256,0
260403,0
426424,0
695183,0
248975,0
572065,0
138196,0
1531731,0
1145741,0
610384,0
1431828,0
1302577,0
533438,0
77324,0
159894,0
360399,0
175453,0
931823,0
1452605,0
1316795,0
1196207,0
918798,0
549430,0
282702,0
106902,0
639397,0
224401,0
200041,0
783019,0
246179,0
1464185,0
1534996,0
523815,0
1004507,0
336902,0
996241,0
757637,0
1124421,0
1549450,0
1053363,0
950796,0
710782,0
1262322,0
214788,0
795295,0
899554,0
179197,0
1422189,0
1476324,0
630032,0
226281,0
1181461,0
345530,0
251650,0
198300,0
269600,0
903002,0
1594628,0
130719,0
1362964,0
284336,0
494051,0
1371610,0
839346,0
715867,0
171783,0
735213,0
1461702,0
1047325,0
1511904,0
21885,0
1259749,0
549271,0
473551,0
823780,0
497034,0
1245958,0
804238,0
848084,0
145305,0
493,0
831169,0
8295,0
1101039,0
669786,0
1115709,0
1048152,0
599761,0
233405,0
1416821,0
1317036,0
475498,0
722867,0
1202700,0
1153581,0
1162490,0
494929,0
572259,0
87014,0
422584,0
1574374,0
105825,0
693032,0
283648,0
430296,0
820586,0
954518,0
1532937,0
722160,0
1484094,0
625159,0
441795,0
1448051,0
884735,0
1358338,0
297561,0
879359,0
204854,0
26180,0
921504,0
1442505,0
700626,0
337095,0
463689,0
658821,0
1013732,0
653662,0
981966,0
1424814,0
373595,0
937199,0
1122187,0
1115346,0
313171,0
1432426,0
402318,0
747060,0
1137335,0
454074,0
467865,0
1471399,0
406202,0
1304833,0
1223996,0
1068124,0
785502,0
164370,0
181501,0
297545,0
1002060,0
532994,0
358168,0
976441,0
1243547,0
919425,0
728647,0
1551552,0
854877,0
511233,0
266562,0
835834,0
1095625,0
105904,0
1344469,0
1060580,0
944099,0
1304146,0
1486751,0
1562084,0
49708,0
687929,0
48445,0
1521869,0
636184,0
711261,0
87965,0
944139,0
1387059,0
1478259,0
307592,0
979807,0
395386,0
876319,0
1381660,0
54605,0
1196090,0
1371396,0
1177792,0
1148301,0
762911,0
265846,0
436500,0
658602,0
966046,0
608857,0
1125221,0
1395283,0
591387,0
329322,0
1512250,0
155204,0
597917,0
1422173,0
658722,0
1448690,0
1271707,0
110594,0
287264,0
272211,0
1496776,0
1521133,0
1248504,0
777985,0
1268358,0
724997,0
398724,0
438072,0
127379,0
1431066,0
187953,0
507061,0
198270,0
914575,0
430699,0
855835,0
540513,0
1572373,0
41762,0
1414377,0
1052679,0
496768,0
535814,0
653989,0
393939,0
845269,0
3864,0
195149,0
1257371,0
517707,0
1145912,0
522608,0
110652,0
61958,0
53402,0
818611,0
1208278,0
227835,0
313672,0
71158,0
1125344,0
1231751,0
325599,0
1125791,0
1299195,0
1185327,0
1347194,0
1523534,0
877066,0
1511672,0
1019435,0
556169,0
37525,0
349300,0
1326149,0
1346359,0
1016825,0
460188,0
1197229,0
25540,0
24375,0
1022464,0
571449,0
1361388,0
1164965,0
258238,0
358785,0
1084557,0
1432332,0
400369,0
1379396,0
1370062,0
1355848,0
393273,0
1114208,0
1307779,0
1205651,0
598059,0
961819,0
455338,0
405088,0
9865,0
255727,0
1412530,0
978044,0
1448575,0
607952,0
1571750,0
268712,0
1587260,0
400825,0
1249645,0
837389,0
1564497,0
648626,0
513166,0
1087917,0
1071411,0
1441630,0
1375394,0
633125,0
933232,0
1467687,0
1194996,0
449994,0
1012803,0
599967,0
348651,0
528255,0
831505,0
666520,0
287869,0
1336285,0
748286,0
856292,0
1255457,0
1343875,0
622625,0
545632,0
575381,0
1509886,0
318882,0
1369200,0
197966,0
569564,0
1363752,0
1365862,0
495490,0
661238,0
7829,0
302558,0
46199,0
1190064,0
1330276,0
645693,0
925986,0
929604,0
584161,0
234648,0
1358221,0
495637,0
1160355,0
717967,0
342203,0
776367,0
341797,0
210182,0
57592,0
1527913,0
1102021,0
1034798,0
1373713,0
298504,0
1157419,0
751663,0
102527,0
413398,0
631702,0
548231,0
1530368,0
1255194,0
793249,0
1313715,0
442614,0
1237344,0
1158025,0
1022647,0
580253,0
1572001,0
1341657,0
1570824,0
1109162,0
497164,0
453147,0
291193,0
1089933,0
1336251,0
1486725,0
1485126,0
1388395,0
372579,0
393761,0
1566300,0
986687,0
1530802,0
333598,0
247325,0
673792,0
1035066,0
1091481,0
192693,0
1573647,0
1007622,0
1537499,0
508255,0
380954,0
1113719,0
259988,0
979462,0
736902,0
107753,0
594136,0
55988,0
836984,0
1342405,0
876171,0
1293789,0
419362,0
306615,0
889444,0
1335898,0
699050,0
394197,0
981042,0
627243,0
1013333,0
1105198,0
1022679,0
829810,0
793238,0
939739,0
189131,0
1164156,0
1310553,0
1431701,0
557175,0
1086111,0
276099,0
1109443,0
614130,0
326865,0
754776,0
1358543,0
1296331,0
229881,0
128109,0
1126974,0
1448815,0
826154,0
1478363,0
572604,0
854731,0
1009454,0
840442,0
1542764,0
1505196,0
323977,0
94605,0
1294235,0
1226265,0
1085737,0
1280407,0
1384193,0
665530,0
994322,0
686378,0
617076,0
1125419,0
1317000,0
25565,0
453502,0
1363849,0
1224655,0
514999,0
298410,0
1358107,0
1183241,0
1473028,0
435580,0
936867,0
502603,0
304347,0
295777,0
882225,0
1147147,0
1577517,0
795188,0
981345,0
522041,0
1129248,0
373016,0
1526946,0
809940,0
197289,0
1512642,0
1107383,0
323495,0
521574,0
1032640,0
1518385,0
1301865,0
1408498,0
1116319,0
669784,0
768941,0
614743,0
963140,0
1239827,0
1398630,0
330677,0
1263695,0
564158,0
1262914,0
666069,0
976423,0
1074613,0
947819,0
294800,0
903339,0
1395351,0
241008,0
1499591,0
820258,0
906145,0
1437613,0
1535010,0
1147644,0
1211296,0
102304,0
1072987,0
629810,0
1021750,0
448474,0
232099,0
755846,0
1018923,0
643086,0
1435570,0
1048917,0
572830,0
354651,0
1035124,0
1394557,0
1037545,0
987477,0
1364715,0
45734,0
1240459,0
477963,0
412843,0
112655,0
351848,0
945117,0
313409,0
292055,0
1090979,0
225732,0
978325,0
190455,0
1537364,0
210044,0
772944,0
632971,0
595925,0
2335,0
44673,0
1541301,0
184906,0
1495025,0
1483140,0
1295359,0
499623,0
1241614,0
1150323,0
829985,0
1056441,0
127382,0
513955,0
128286,0
637783,0
547650,0
289788,0
1569710,0
469317,0
1497352,0
1072584,0
624651,0
1272528,0
671516,0
239944,0
987300,0
669123,0
36720,0
917356,0
1357980,0
1460513,0
643473,0
732743,0
408124,0
1397641,0
470507,0
1083140,0
3605,0
83212,0
30396,0
642616,0
494539,0
348631,0
19322,0
1014068,0
711769,0
1522143,0
1242494,0
107152,0
413471,0
636420,0
499933,0
197402,0
168656,0
1355665,0
1466151,0
884397,0
1121553,0
183632,0
953681,0
752498,0
682014,0
81806,0
1171279,0
758143,0
1323534,0
189073,0
1169371,0
1033999,0
1197675,0
505431,0
1029325,0
559387,0
198747,0
1140266,0
88920,0
1432073,0
536288,0
170570,0
1380477,0
171499,0
190564,0
1314701,0
1583639,0
92232,0
1238352,0
843654,0
1394715,0
242863,0
1058256,0
954725,0
904943,0
564625,0
815201,0
482267,0
916806,0
750669,0
1535262,0
1451420,0
1517238,0
291897,0
528107,0
1538779,0
590579,0
1269574,0
602099,0
1410463,0
1493868,0
1225705,0
207032,0
1447637,0
1296953,0
1222119,0
1215284,0
807527,0
16996,0
102813,0
211848,0
1081446,0
340866,0
265212,0
766556,0
1557963,0
149298,0
1195893,0
384496,0
76024,0
1596513,0
1114109,0
517204,0
858895,0
236144,0
573631,0
104105,0
1419361,0
843316,0
476363,0
744561,0
81074,0
667839,0
1072153,0
1176141,0
761457,0
1453377,0
931504,0
1472033,0
971249,0
182375,0
300806,0
1171625,0
1157580,0
1363015,0
1073675,0
342550,0
705009,0
145430,0
57600,0
990851,0
1342992,0
725690,0
1123630,0
932603,0
1465349,0
316702,0
275035,0
580135,0
568681,0
578348,0
80781,0
1077840,0
1543095,0
248488,0
1502433,0
1231207,0
1005148,0
842922,0
476646,0
609913,0
1495653,0
40348,0
1309360,0
1038036,0
377354,0
593224,0
214807,0
185743,0
1269685,0
1380297,0
1515277,0
1258277,0
37958,0
313150,0
685151,0
713408,0
1037393,0
1391310,0
506359,0
1407806,0
666743,0
443737,0
895981,0
838290,0
562682,0
610456,0
13965,0
692762,0
888135,0
1238207,0
339247,0
1400931,0
819533,0
55640,0
1402872,0
1076413,0
1420786,0
728540,0
1591074,0
469632,0
213009,0
219846,0
1256819,0
546994,0
1167695,0
384932,0
1075661,0
1203975,0
1325162,0
754799,0
1037542,0
876313,0
558492,0
558165,0
1423486,0
226089,0
87773,0
1004867,0
34642,0
1551619,0
8050,0
694812,0
765573,0
1551640,0
111790,0
845287,0
245540,0
502197,0
679316,0
1074590,0
1378910,0
3753,0
108299,0
1178609,0
759513,0
1135683,0
845999,0
949080,0
1404353,0
701032,0
83645,0
1085201,0
263608,0
1111695,0
251045,0
1565508,0
1471512,0
1223910,0
508166,0
794173,0
76567,0
839044,0
590027,0
1139254,0
930829,0
657183,0
27963,0
1219272,0
355769,0
1237128,0
617497,0
968317,0
154315,0
190192,0
737220,0
1589229,0
866277,0
491999,0
661334,0
580363,0
215576,0
901452,0
420186,0
58721,0
817303,0
562635,0
928785,0
437337,0
1415540,0
200553,0
1271275,0
865349,0
1020707,0
126066,0
587488,0
1043577,0
516055,0
592933,0
563871,0
1384254,0
646540,0
876017,0
239712,0
1041519,0
21708,0
1356963,0
1404664,0
1332674,0
231859,0
1291985,0
426355,0
1183894,0
963859,0
1536678,0
1171963,0
1467741,0
174255,0
571750,0
1294939,0
1344139,0
32643,0
712636,0
107609,0
157626,0
147985,0
1285966,0
1204046,0
1264929,0
432448,0
13715,0
1460467,0
1132145,0
484039,0
554147,0
1283131,0
35937,0
528088,0
1231985,0
1423301,0
1006916,0
113192,0
387693,0
172649,0
1423992,0
230499,0
267852,0
1209178,0
684379,0
366686,0
1099105,0
1064639,0
284262,0
1001687,0
980328,0
1250391,0
396597,0
69180,0
685004,0
330675,0
961287,0
455900,0
721419,0
1114770,0
667772,0
816847,0
1003689,0
1285751,0
1066389,0
687470,0
1218346,0
304605,0
1153758,0
627529,0
76058,0
588290,0
494717,0
1520197,0
358371,0
1555122,0
1322716,0
1423443,0
634262,0
479227,0
819812,0
401667,0
1066855,0
379332,0
1570706,0
1366223,0
611581,0
763676,0
1487343,0
155820,0
1086841,0
429749,0
766118,0
689242,0
979487,0
43965,0
682963,0
1560257,0
377261,0
344477,0
158456,0
1229465,0
1143419,0
662193,0
1106821,0
733980,0
1244755,0
1220617,0
326167,0
985050,0
678538,0
1056517,0
596310,0
546796,0
700815,0
443372,0
714382,0
272008,0
683632,0
344126,0
881921,0
34057,0
1017603,0
236810,0
1099790,0
1422687,0
1377265,0
1589335,0
1594458,0
119423,0
1437142,0
1019634,0
625052,0
393113,0
14124,0
884563,0
1382195,0
449875,0
200677,0
546275,0
294216,0
952511,0
522367,0
85446,0
741266,0
919079,0
625002,0
877439,0
161213,0
416792,0
402465,0
1250320,0
416478,0
380108,0
452854,0
645717,0
852210,0
1356691,0
80151,0
57100,0
1232893,0
1111925,0
224624,0
344826,0
753617,0
566632,0
1020244,0
795298,0
123791,0
38751,0
1383256,0
282770,0
1274501,0
1180963,0
312941,0
1260009,0
1033850,0
1061285,0
1298155,0
446134,0
504693,0
1155403,0
1398791,0
9112,0
1450434,0
464667,0
380279,0
1200555,0
1277426,0
318437,0
325084,0
916729,0
533256,0
202767,0
108563,0
412379,0
1180257,0
14203,0
1249239,0
1316366,0
718885,0
647648,0
1511290,0
659374,0
1360673,0
263081,0
1046680,0
984136,0
450956,0
136592,0
616893,0
1102126,0
611222,0
14826,0
638117,0
710850,0
1306431,0
1218451,0
579023,0
352251,0
236795,0
306986,0
1475888,0
1455619,0
460394,0
1118741,0
1089937,0
375812,0
1208488,0
231641,0
132235,0
871836,0
431797,0
18669,0
245505,0
506275,0
1499540,0
1163269,0
504237,0
1299742,0
495272,0
269094,0
227598,0
278249,0
1541897,0
1361631,0
1424212,0
421585,0
742900,0
607205,0
199110,0
600324,0
602047,0
1372386,0
779958,0
194355,0
1268862,0
280299,0
1298203,0
534524,0
515182,0
764436,0
190121,0
518027,0
222917,0
919118,0
291860,0
405480,0
685316,0
1351156,0
316252,0
439496,0
548717,0
896958,0
483676,0
483030,0
1041765,0
1573482,0
275800,0
883187,0
1530174,0
750965,0
516669,0
18044,0
1174250,0
92223,0
74294,0
1041499,0
400553,0
1209561,0
338129,0
208574,0
898195,0
669928,0
72877,0
1510790,0
662905,0
577689,0
930152,0
550395,0
1189404,0
146969,0
762584,0
730692,0
286394,0
772447,0
1182561,0
1482572,0
975480,0
1235366,0
858384,0
1596088,0
105474,0
898306,0
1194251,0
1309049,0
1022280,0
490906,0
991996,0
1239038,0
656834,0
1514010,0
1388020,0
130326,0
345984,0
457849,0
189511,0
529443,0
104107,0
28809,0
3,0
1155426,0
1007671,0
1361567,0
956930,0
473970,0
1590680,0
1150683,0
869464,0
1486724,0
524436,0
846587,0
862065,0
343605,0
231060,0
1244061,0
1333076,0
1423669,0
1422782,0
242259,0
1206208,0
527082,0
179996,0
639972,0
1545645,0
1507180,0
279790,0
1337910,0
124508,0
714537,0
1533819,0
1240219,0
1365837,0
1067729,0
1557100,0
1317765,0
617877,0
391704,0
332653,0
1551150,0
22457,0
650816,0
537557,0
734804,0
323459,0
1162579,0
1551772,0
503820,0
1227931,0
1497392,0
53394,0
571761,0
363806,0
918699,0
599171,0
410044,0
1400055,0
443041,0
487734,0
653358,0
887143,0
1265690,0
123421,0
483093,0
720391,0
140539,0
463887,0
428602,0
1256701,0
527053,0
798334,0
1115553,0
896391,0
1096209,0
596226,0
1068571,0
1488349,0
982021,0
1130197,0
157132,0
841051,0
198222,0
414296,0
1413665,0
156273,0
894373,0
950675,0
1022845,0
994791,0
1532657,0
444800,0
424775,0
1565302,0
47864,0
557555,0
1122011,0
726630,0
1107407,0
1412508,0
1523230,0
926893,0
196093,0
258077,0
1077977,0
7648,0
1474245,0
99521,0
1473844,0
965335,0
1260116,0
1186298,0
946783,0
322505,0
1517368,0
1009707,0
700502,0
1599881,0
564063,0
848680,0
185631,0
377055,0
401085,0
943626,0
729239,0
510512,0
869275,0
1240209,0
513197,0
454073,0
344727,0
419851,0
563891,0
994086,0
1299134,0
1089225,0
134660,0
1560934,0
883483,0
319302,0
139582,0
840225,0
1268063,0
1052145,0
1291822,0
562016,0
966059,0
451136,0
898832,0
1434103,0
1226776,0
1277598,0
356538,0
565975,0
444123,0
167152,0
728206,0
1081575,0
1306490,0
934486,0
142725,0
985158,0
426208,0
640705,0
799144,0
834034,0
1477506,0
667722,0
1088117,0
467259,0
713684,0
1228922,0
969123,0
966882,0
316419,0
1346555,0
98924,0
962028,0
134720,0
70558,0
844064,0
1442400,0
1435710,0
1308392,0
1507822,0
391488,0
39175,0
485940,0
377381,0
565274,0
802160,0
1270138,0
1486440,0
1347235,0
1511861,0
1014711,0
1119582,0
479887,0
623864,0
1277590,0
181442,0
1326055,0
1097519,0
687529,0
86002,0
1356103,0
90332,0
1546945,0
665364,0
927665,0
760207,0
361945,0
307758,0
78569,0
387269,0
803627,0
1132176,0
1064808,0
366085,0
184828,0
1424138,0
517052,0
296771,0
643672,0
1540411,0
1463311,0
1187432,0
1059920,0
100975,0
660650,0
25884,0
1144167,0
857645,0
18540,0
1075975,0
1518672,0
952728,0
1439561,0
129410,0
1192203,0
1064011,0
907976,0
1584139,0
1067923,0
1414001,0
1449057,0
1378133,0
1411814,0
14776,0
1374450,0
186305,0
950812,0
671337,0
233779,0
796381,0
151001,0
559153,0
142150,0
332593,0
643095,0
1513376,0
293618,0
387756,0
1049005,0
426861,0
23060,0
1030121,0
1430718,0
556197,0
1445106,0
683788,0
743553,0
464419,0
627645,0
1258654,0
735252,0
2083,0
1439404,0
691174,0
1584409,0
891768,0
1064445,0
1074883,0
1487863,0
1114316,0
323976,0
1262104,0
108476,0
795783,0
275654,0
1386239,0
1146499,0
1477752,0
972491,0
1096432,0
804224,0
1430003,0
480898,0
583585,0
112506,0
851619,0
1494284,0
437943,0
837614,0
758237,0
898537,0
1170532,0
137083,0
97418,0
328047,0
763084,0
77730,0
697874,0
269065,0
1261367,0
839571,0
646444,0
690456,0
1383266,0
127648,0
110498,0
267132,0
661664,0
295250,0
1135235,0
10021,0
476701,0
551218,0
1424201,0
468681,0
156035,0
964438,0
174371,0
1461473,0
40323,0
1518950,0
1520275,0
1485273,0
717154,0
196739,0
1538597,0
368029,0
1520555,0
227755,0
127130,0
48370,0
1213445,0
1033914,0
1128962,0
1173521,0
315326,0
159295,0
809611,0
667300,0
526400,0
639625,0
687812,0
169561,0
382911,0
443549,0
1234008,0
1314450,0
942346,0
1266906,0
792106,0
1505379,0
1053313,0
1471561,0
54373,0
1288197,0
522140,0
937629,0
1545993,0
1121123,0
1109619,0
441165,0
776662,0
131393,0
621447,0
209423,0
1520861,0
1345026,0
61222,0
353317,0
322673,0
901674,0
698359,0
17341,0
839695,0
535296,0
1307250,0
792101,0
344359,0
49675,0
1398,0
889796,0
918326,0
648397,0
236699,0
255149,0
1223230,0
193883,0
265858,0
1026064,0
1323442,0
1040697,0
545312,0
1437417,0
156094,0
1326140,0
1573503,0
175416,0
386749,0
